date, time, sync, seq, endMon, SWPMON, temp1, temp2, adc
24-05-31, T00:00:10.326Z, , , , , 
24-05-31, T00:00:10.326Z, 0xAAAA, 0000, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0001, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0002, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0003, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0004, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0005, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0006, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0007, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0008, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0009, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0010, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0011, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0012, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0013, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0014, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0015, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0016, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0017, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0018, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0019, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0020, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0021, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0022, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0023, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0024, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0025, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0026, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0027, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0028, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0029, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0030, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0041, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0042, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0043, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0044, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0045, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0046, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0047, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0048, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0049, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0050, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0051, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0052, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0053, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0054, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0055, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0056, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0057, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0058, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0059, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0060, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0061, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0062, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0063, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0064, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0065, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0066, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0067, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0068, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0069, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0070, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.326Z, 0xAAAA, 0071, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.573Z, 0xAAAA, 0072, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:10.573Z, 0xAAAA, 0073, 0.2744335, 0.17436, 0.16190
